transaction_id,posting_date,account,debit,credit,memo,entity,source,evidence,label_source,pipeline_version,run_id
bank:showcase_demo_transactions:61,2026-03-04,Other Expense,55.20,,DANCING GOATS ROASTERY,DANCING GOATS ROASTERY,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:61,2026-03-04,Bank Clearing,,55.20,DANCING GOATS ROASTERY,DANCING GOATS ROASTERY,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:62,2026-03-05,Payroll & Contractors,1924.22,,GUSTO PAYROLL,GUSTO PAYROLL,bank,"evidence:[""bank_transaction""] | reason:keyword:payroll",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:62,2026-03-05,Bank Clearing,,1924.22,GUSTO PAYROLL,GUSTO PAYROLL,bank,"evidence:[""bank_transaction""] | reason:keyword:payroll",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:63,2026-03-05,Payroll & Contractors,2140.00,,ADP PAYROLL,ADP PAYROLL,bank,"evidence:[""bank_transaction""] | reason:keyword:payroll",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:63,2026-03-05,Bank Clearing,,2140.00,ADP PAYROLL,ADP PAYROLL,bank,"evidence:[""bank_transaction""] | reason:keyword:payroll",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:64,2026-03-05,Payroll & Contractors,165.00,,PAYCHEX SERVICES,PAYCHEX SERVICES,bank,"evidence:[""bank_transaction""] | reason:keyword:paychex",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:64,2026-03-05,Bank Clearing,,165.00,PAYCHEX SERVICES,PAYCHEX SERVICES,bank,"evidence:[""bank_transaction""] | reason:keyword:paychex",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:65,2026-03-06,Insurance,188.45,,HISCOX INSURANCE,HISCOX INSURANCE,bank,"evidence:[""bank_transaction""] | reason:keyword:insurance",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:65,2026-03-06,Bank Clearing,,188.45,HISCOX INSURANCE,HISCOX INSURANCE,bank,"evidence:[""bank_transaction""] | reason:keyword:insurance",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:66,2026-03-06,Insurance,205.18,,STATE FARM BUSINESS,STATE FARM BUSINESS,bank,"evidence:[""bank_transaction""] | reason:keyword:state_farm",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:66,2026-03-06,Bank Clearing,,205.18,STATE FARM BUSINESS,STATE FARM BUSINESS,bank,"evidence:[""bank_transaction""] | reason:keyword:state_farm",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:67,2026-03-07,Repairs & Maintenance,312.77,,WW GRAINGER 912,WW GRAINGER 912,bank,"evidence:[""bank_transaction""] | reason:keyword:grainger",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:67,2026-03-07,Bank Clearing,,312.77,WW GRAINGER 912,WW GRAINGER 912,bank,"evidence:[""bank_transaction""] | reason:keyword:grainger",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:68,2026-03-07,Repairs & Maintenance,529.59,,MAURICE ELECTRICAL SUP,MAURICE ELECTRICAL SUP,bank,"evidence:[""bank_transaction""] | reason:rpm_high:electrical_sup",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:68,2026-03-07,Bank Clearing,,529.59,MAURICE ELECTRICAL SUP,MAURICE ELECTRICAL SUP,bank,"evidence:[""bank_transaction""] | reason:rpm_high:electrical_sup",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:69,2026-03-08,Other Expense,174.26,,STANDARD OFFICE SUPPLY,STANDARD OFFICE SUPPLY,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:69,2026-03-08,Bank Clearing,,174.26,STANDARD OFFICE SUPPLY,STANDARD OFFICE SUPPLY,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:70,2026-03-08,Office Supplies,131.89,,METROPOLITAN OFFICE PR,METROPOLITAN OFFICE PR,bank,"evidence:[""bank_transaction""] | reason:off_high:metropolitan_office",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:70,2026-03-08,Bank Clearing,,131.89,METROPOLITAN OFFICE PR,METROPOLITAN OFFICE PR,bank,"evidence:[""bank_transaction""] | reason:off_high:metropolitan_office",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:71,2026-03-09,Other Expense,83.16,,NAPA AUTO PARTS,NAPA AUTO PARTS,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:71,2026-03-09,Bank Clearing,,83.16,NAPA AUTO PARTS,NAPA AUTO PARTS,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:72,2026-03-09,Other Expense,74.99,,JIFFY LUBE,JIFFY LUBE,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:72,2026-03-09,Bank Clearing,,74.99,JIFFY LUBE,JIFFY LUBE,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:73,2026-03-10,Vehicle Expenses,61.42,,BP FUEL 1024,BP FUEL 1024,bank,"evidence:[""bank_transaction""] | reason:keyword:bp",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:73,2026-03-10,Bank Clearing,,61.42,BP FUEL 1024,BP FUEL 1024,bank,"evidence:[""bank_transaction""] | reason:keyword:bp",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:74,2026-03-10,Financial Fees,18.00,,BANK SERVICE CHARGES,BANK SERVICE CHARGES,bank,"evidence:[""bank_transaction""] | reason:financial_medium:service_charge",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:74,2026-03-10,Bank Clearing,,18.00,BANK SERVICE CHARGES,BANK SERVICE CHARGES,bank,"evidence:[""bank_transaction""] | reason:financial_medium:service_charge",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:75,2026-03-11,Financial Fees,27.40,,PAYMENT PROCESSOR FEES,PAYMENT PROCESSOR FEES,bank,"evidence:[""bank_transaction""] | reason:financial_medium:fee",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:75,2026-03-11,Bank Clearing,,27.40,PAYMENT PROCESSOR FEES,PAYMENT PROCESSOR FEES,bank,"evidence:[""bank_transaction""] | reason:financial_medium:fee",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:76,2026-03-11,Other Expense,249.00,,THOMSON WEST*TCD,THOMSON WEST*TCD,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:76,2026-03-11,Bank Clearing,,249.00,THOMSON WEST*TCD,THOMSON WEST*TCD,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:77,2026-03-12,Professional Services,325.00,,ABLE REPORTING,ABLE REPORTING,bank,"evidence:[""bank_transaction""] | reason:pro_high:able_reporting",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:77,2026-03-12,Bank Clearing,,325.00,ABLE REPORTING,ABLE REPORTING,bank,"evidence:[""bank_transaction""] | reason:pro_high:able_reporting",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:78,2026-03-12,Rent & Utilities,46.55,,DS WATERS,DS WATERS,bank,"evidence:[""bank_transaction""] | reason:keyword:water",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:78,2026-03-12,Bank Clearing,,46.55,DS WATERS,DS WATERS,bank,"evidence:[""bank_transaction""] | reason:keyword:water",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:79,2026-03-13,Other Expense,134.94,,VERIZON WRLS 0227401,VERIZON WRLS 0227401,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:79,2026-03-13,Bank Clearing,,134.94,VERIZON WRLS 0227401,VERIZON WRLS 0227401,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:80,2026-03-13,Equipment & Software,624.00,,DUPONT COMPUTER INC,DUPONT COMPUTER INC,bank,"evidence:[""bank_transaction""] | reason:eqs_high:dupont_computer",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:80,2026-03-13,Bank Clearing,,624.00,DUPONT COMPUTER INC,DUPONT COMPUTER INC,bank,"evidence:[""bank_transaction""] | reason:eqs_high:dupont_computer",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:81,2026-03-14,Payroll & Contractors,980.00,,CONTRACTOR PAYMENTS LLC,CONTRACTOR PAYMENTS LLC,bank,"evidence:[""bank_transaction""] | reason:keyword:contractor_pay",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:81,2026-03-14,Bank Clearing,,980.00,CONTRACTOR PAYMENTS LLC,CONTRACTOR PAYMENTS LLC,bank,"evidence:[""bank_transaction""] | reason:keyword:contractor_pay",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:82,2026-03-14,Bank Clearing,4200.00,,CLIENT ACH DEPOSIT,CLIENT ACH DEPOSIT,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:82,2026-03-14,Income,,4200.00,CLIENT ACH DEPOSIT,CLIENT ACH DEPOSIT,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:83,2026-03-15,Repairs & Maintenance,418.60,,J E S ELECTRIC SERVICE,J E S ELECTRIC SERVICE,bank,"evidence:[""bank_transaction""] | reason:rpm_high:electric_service_context",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:83,2026-03-15,Bank Clearing,,418.60,J E S ELECTRIC SERVICE,J E S ELECTRIC SERVICE,bank,"evidence:[""bank_transaction""] | reason:rpm_high:electric_service_context",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:84,2026-03-15,Repairs & Maintenance,289.35,,ATLANTIC ELECTRIC SUPP,ATLANTIC ELECTRIC SUPP,bank,"evidence:[""bank_transaction""] | reason:rpm_high:electric_service_context",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:84,2026-03-15,Bank Clearing,,289.35,ATLANTIC ELECTRIC SUPP,ATLANTIC ELECTRIC SUPP,bank,"evidence:[""bank_transaction""] | reason:rpm_high:electric_service_context",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:85,2026-03-16,Advertising & Marketing,540.00,,BRENTWORKS INC,BRENTWORKS INC,bank,"evidence:[""bank_transaction""] | reason:mkt_high:brentworks",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:85,2026-03-16,Bank Clearing,,540.00,BRENTWORKS INC,BRENTWORKS INC,bank,"evidence:[""bank_transaction""] | reason:mkt_high:brentworks",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:86,2026-03-16,Other Expense,221.44,,CAPITAL SERVICES AND S,CAPITAL SERVICES AND S,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:86,2026-03-16,Bank Clearing,,221.44,CAPITAL SERVICES AND S,CAPITAL SERVICES AND S,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:87,2026-03-17,Other Expense,311.20,,TOUCAN BUSINESS FORMS,TOUCAN BUSINESS FORMS,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:87,2026-03-17,Bank Clearing,,311.20,TOUCAN BUSINESS FORMS,TOUCAN BUSINESS FORMS,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:88,2026-03-17,Other Expense,22.00,,WIRE PROCESSING BANK,WIRE PROCESSING BANK,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:88,2026-03-17,Bank Clearing,,22.00,WIRE PROCESSING BANK,WIRE PROCESSING BANK,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:89,2026-03-18,Taxes & Licenses,125.00,,GSA/FAS,GSA/FAS,bank,"evidence:[""bank_transaction""] | reason:keyword:gsa",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:89,2026-03-18,Bank Clearing,,125.00,GSA/FAS,GSA/FAS,bank,"evidence:[""bank_transaction""] | reason:keyword:gsa",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:90,2026-03-18,Insurance,142.18,,TRAVELERS COMMERCIAL,TRAVELERS COMMERCIAL,bank,"evidence:[""bank_transaction""] | reason:keyword:travelers",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:90,2026-03-18,Bank Clearing,,142.18,TRAVELERS COMMERCIAL,TRAVELERS COMMERCIAL,bank,"evidence:[""bank_transaction""] | reason:keyword:travelers",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:91,2026-03-19,Other Expense,390.00,,COLLIFLOWER INC - 03,COLLIFLOWER INC - 03,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:91,2026-03-19,Bank Clearing,,390.00,COLLIFLOWER INC - 03,COLLIFLOWER INC - 03,bank,"evidence:[""bank_transaction""] | reason:fallback:Other Expense",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:92,2026-03-19,Advertising & Marketing,27.00,,DOCUSIGN,DOCUSIGN,bank,"evidence:[""bank_transaction""] | reason:mkt_medium:sign",ml,product_demo_v1,pipeline_20260427T200218Z
bank:showcase_demo_transactions:92,2026-03-19,Bank Clearing,,27.00,DOCUSIGN,DOCUSIGN,bank,"evidence:[""bank_transaction""] | reason:mkt_medium:sign",ml,product_demo_v1,pipeline_20260427T200218Z
